x,y,identifier,dataset_id,station_id,station_name,station_gaw_id,station_gaw_url,contributor_name,contributor_id,contributor_url,country_id,country_name_en,country_name_fr,gaw_id,instrument_name,instrument_model,instrument_serial,observation_date,daily_date,daily_wlcode,daily_obscode,daily_columno3,daily_stdevo3,daily_utc_begin,daily_utc_end,daily_utc_mean,daily_nobs,daily_mmu,daily_columnso2,monthly_date,monthly_columno3,monthly_stdevo3,monthly_npts,url
22.97,40.52,Brewer:MKII:5:TotalOzone_1.0:261:AUTH:WOUDC:2014-09-08:STN261.BR005.201409.TO1,TotalOzone_1.0,261,Thessaloniki,THE,https://gawsis.meteoswiss.ch/GAWSIS/index.html#/search/station/stationReportDetails/0-20008-0-THE,Aristotle University of Thessaloniki,AUTH:WOUDC,http://lap.physics.auth.gr/,GRC,Greece,Grèce,,Brewer,MKII,5,2014-09-01T00:00:00Z,2014-09-08T00:00:00Z,9,DS,302.6,1.5,,,12,12.0,1.43,2.6,2014-09-01T00:00:00Z,306.0,9.1,18.0,https://woudc.org/archive/Archive-NewFormat/TotalOzone_1.0_1/stn261/brewer/2014/STN261.BR005.201409.TO1
22.97,40.52,Brewer:MKII:5:TotalOzone_1.0:261:AUTH:WOUDC:2014-09-06:STN261.BR005.201409.TO1,TotalOzone_1.0,261,Thessaloniki,THE,https://gawsis.meteoswiss.ch/GAWSIS/index.html#/search/station/stationReportDetails/0-20008-0-THE,Aristotle University of Thessaloniki,AUTH:WOUDC,http://lap.physics.auth.gr/,GRC,Greece,Grèce,,Brewer,MKII,5,2014-09-01T00:00:00Z,2014-09-06T00:00:00Z,9,DS,304.4,2.5,,,13,5.0,1.46,1.9,2014-09-01T00:00:00Z,306.0,9.1,18.0,https://woudc.org/archive/Archive-NewFormat/TotalOzone_1.0_1/stn261/brewer/2014/STN261.BR005.201409.TO1
22.97,40.52,Brewer:MKII:5:TotalOzone_1.0:261:AUTH:WOUDC:2014-09-05:STN261.BR005.201409.TO1,TotalOzone_1.0,261,Thessaloniki,THE,https://gawsis.meteoswiss.ch/GAWSIS/index.html#/search/station/stationReportDetails/0-20008-0-THE,Aristotle University of Thessaloniki,AUTH:WOUDC,http://lap.physics.auth.gr/,GRC,Greece,Grèce,,Brewer,MKII,5,2014-09-01T00:00:00Z,2014-09-05T00:00:00Z,9,DS,305.9,2.6,,,11,15.0,1.40,1.4,2014-09-01T00:00:00Z,306.0,9.1,18.0,https://woudc.org/archive/Archive-NewFormat/TotalOzone_1.0_1/stn261/brewer/2014/STN261.BR005.201409.TO1
22.97,40.52,Brewer:MKII:5:TotalOzone_1.0:261:AUTH:WOUDC:2014-09-04:STN261.BR005.201409.TO1,TotalOzone_1.0,261,Thessaloniki,THE,https://gawsis.meteoswiss.ch/GAWSIS/index.html#/search/station/stationReportDetails/0-20008-0-THE,Aristotle University of Thessaloniki,AUTH:WOUDC,http://lap.physics.auth.gr/,GRC,Greece,Grèce,,Brewer,MKII,5,2014-09-01T00:00:00Z,2014-09-04T00:00:00Z,9,DS,303.6,5.7,,,11,12.0,1.30,1.5,2014-09-01T00:00:00Z,306.0,9.1,18.0,https://woudc.org/archive/Archive-NewFormat/TotalOzone_1.0_1/stn261/brewer/2014/STN261.BR005.201409.TO1
22.97,40.52,Brewer:MKII:5:TotalOzone_1.0:261:AUTH:WOUDC:2014-09-03:STN261.BR005.201409.TO1,TotalOzone_1.0,261,Thessaloniki,THE,https://gawsis.meteoswiss.ch/GAWSIS/index.html#/search/station/stationReportDetails/0-20008-0-THE,Aristotle University of Thessaloniki,AUTH:WOUDC,http://lap.physics.auth.gr/,GRC,Greece,Grèce,,Brewer,MKII,5,2014-09-01T00:00:00Z,2014-09-03T00:00:00Z,9,DS,324.2,1.4,,,13,9.0,1.49,2.0,2014-09-01T00:00:00Z,306.0,9.1,18.0,https://woudc.org/archive/Archive-NewFormat/TotalOzone_1.0_1/stn261/brewer/2014/STN261.BR005.201409.TO1
22.97,40.52,Brewer:MKII:5:TotalOzone_1.0:261:AUTH:WOUDC:2014-09-01:STN261.BR005.201409.TO1,TotalOzone_1.0,261,Thessaloniki,THE,https://gawsis.meteoswiss.ch/GAWSIS/index.html#/search/station/stationReportDetails/0-20008-0-THE,Aristotle University of Thessaloniki,AUTH:WOUDC,http://lap.physics.auth.gr/,GRC,Greece,Grèce,,Brewer,MKII,5,2014-09-01T00:00:00Z,2014-09-01T00:00:00Z,9,DS,303.9,3.4,,,12,10.0,1.38,1.6,2014-09-01T00:00:00Z,306.0,9.1,18.0,https://woudc.org/archive/Archive-NewFormat/TotalOzone_1.0_1/stn261/brewer/2014/STN261.BR005.201409.TO1
22.97,40.52,Brewer:MKII:5:TotalOzone_1.0:261:AUTH:WOUDC:2014-08-31:STN261.BR005.201408.TO1,TotalOzone_1.0,261,Thessaloniki,THE,https://gawsis.meteoswiss.ch/GAWSIS/index.html#/search/station/stationReportDetails/0-20008-0-THE,Aristotle University of Thessaloniki,AUTH:WOUDC,http://lap.physics.auth.gr/,GRC,Greece,Grèce,,Brewer,MKII,5,2014-08-01T00:00:00Z,2014-08-31T00:00:00Z,9,DS,299.8,1.8,,,13,11.0,1.48,2.3,2014-08-01T00:00:00Z,303.2,14.0,26.0,https://woudc.org/archive/Archive-NewFormat/TotalOzone_1.0_1/stn261/brewer/2014/STN261.BR005.201408.TO1
22.97,40.52,Brewer:MKII:5:TotalOzone_1.0:261:AUTH:WOUDC:2014-08-29:STN261.BR005.201408.TO1,TotalOzone_1.0,261,Thessaloniki,THE,https://gawsis.meteoswiss.ch/GAWSIS/index.html#/search/station/stationReportDetails/0-20008-0-THE,Aristotle University of Thessaloniki,AUTH:WOUDC,http://lap.physics.auth.gr/,GRC,Greece,Grèce,,Brewer,MKII,5,2014-08-01T00:00:00Z,2014-08-29T00:00:00Z,9,DS,306.6,1.4,,,14,7.0,1.71,3.2,2014-08-01T00:00:00Z,303.2,14.0,26.0,https://woudc.org/archive/Archive-NewFormat/TotalOzone_1.0_1/stn261/brewer/2014/STN261.BR005.201408.TO1
22.97,40.52,Brewer:MKII:5:TotalOzone_1.0:261:AUTH:WOUDC:2014-08-28:STN261.BR005.201408.TO1,TotalOzone_1.0,261,Thessaloniki,THE,https://gawsis.meteoswiss.ch/GAWSIS/index.html#/search/station/stationReportDetails/0-20008-0-THE,Aristotle University of Thessaloniki,AUTH:WOUDC,http://lap.physics.auth.gr/,GRC,Greece,Grèce,,Brewer,MKII,5,2014-08-01T00:00:00Z,2014-08-28T00:00:00Z,9,DS,296.1,7.2,,,14,2.0,1.70,2.7,2014-08-01T00:00:00Z,303.2,14.0,26.0,https://woudc.org/archive/Archive-NewFormat/TotalOzone_1.0_1/stn261/brewer/2014/STN261.BR005.201408.TO1
22.97,40.52,Brewer:MKII:5:TotalOzone_1.0:261:AUTH:WOUDC:2014-08-27:STN261.BR005.201408.TO1,TotalOzone_1.0,261,Thessaloniki,THE,https://gawsis.meteoswiss.ch/GAWSIS/index.html#/search/station/stationReportDetails/0-20008-0-THE,Aristotle University of Thessaloniki,AUTH:WOUDC,http://lap.physics.auth.gr/,GRC,Greece,Grèce,,Brewer,MKII,5,2014-08-01T00:00:00Z,2014-08-27T00:00:00Z,9,DS,291.7,1.8,,,12,12.0,1.41,1.9,2014-08-01T00:00:00Z,303.2,14.0,26.0,https://woudc.org/archive/Archive-NewFormat/TotalOzone_1.0_1/stn261/brewer/2014/STN261.BR005.201408.TO1
22.97,40.52,Brewer:MKII:5:TotalOzone_1.0:261:AUTH:WOUDC:2014-08-26:STN261.BR005.201408.TO1,TotalOzone_1.0,261,Thessaloniki,THE,https://gawsis.meteoswiss.ch/GAWSIS/index.html#/search/station/stationReportDetails/0-20008-0-THE,Aristotle University of Thessaloniki,AUTH:WOUDC,http://lap.physics.auth.gr/,GRC,Greece,Grèce,,Brewer,MKII,5,2014-08-01T00:00:00Z,2014-08-26T00:00:00Z,9,DS,294.3,1.8,,,11,18.0,1.47,2.3,2014-08-01T00:00:00Z,303.2,14.0,26.0,https://woudc.org/archive/Archive-NewFormat/TotalOzone_1.0_1/stn261/brewer/2014/STN261.BR005.201408.TO1
22.97,40.52,Brewer:MKII:5:TotalOzone_1.0:261:AUTH:WOUDC:2014-08-25:STN261.BR005.201408.TO1,TotalOzone_1.0,261,Thessaloniki,THE,https://gawsis.meteoswiss.ch/GAWSIS/index.html#/search/station/stationReportDetails/0-20008-0-THE,Aristotle University of Thessaloniki,AUTH:WOUDC,http://lap.physics.auth.gr/,GRC,Greece,Grèce,,Brewer,MKII,5,2014-08-01T00:00:00Z,2014-08-25T00:00:00Z,9,DS,300.3,7.7,,,13,11.0,1.44,2.7,2014-08-01T00:00:00Z,303.2,14.0,26.0,https://woudc.org/archive/Archive-NewFormat/TotalOzone_1.0_1/stn261/brewer/2014/STN261.BR005.201408.TO1
22.97,40.52,Brewer:MKII:5:TotalOzone_1.0:261:AUTH:WOUDC:2014-08-22:STN261.BR005.201408.TO1,TotalOzone_1.0,261,Thessaloniki,THE,https://gawsis.meteoswiss.ch/GAWSIS/index.html#/search/station/stationReportDetails/0-20008-0-THE,Aristotle University of Thessaloniki,AUTH:WOUDC,http://lap.physics.auth.gr/,GRC,Greece,Grèce,,Brewer,MKII,5,2014-08-01T00:00:00Z,2014-08-22T00:00:00Z,9,DS,279.4,0.1,,,6,2.0,2.97,2.6,2014-08-01T00:00:00Z,303.2,14.0,26.0,https://woudc.org/archive/Archive-NewFormat/TotalOzone_1.0_1/stn261/brewer/2014/STN261.BR005.201408.TO1
22.97,40.52,Brewer:MKII:5:TotalOzone_1.0:261:AUTH:WOUDC:2014-08-21:STN261.BR005.201408.TO1,TotalOzone_1.0,261,Thessaloniki,THE,https://gawsis.meteoswiss.ch/GAWSIS/index.html#/search/station/stationReportDetails/0-20008-0-THE,Aristotle University of Thessaloniki,AUTH:WOUDC,http://lap.physics.auth.gr/,GRC,Greece,Grèce,,Brewer,MKII,5,2014-08-01T00:00:00Z,2014-08-21T00:00:00Z,9,DS,286.3,3.4,,,10,18.0,1.50,2.1,2014-08-01T00:00:00Z,303.2,14.0,26.0,https://woudc.org/archive/Archive-NewFormat/TotalOzone_1.0_1/stn261/brewer/2014/STN261.BR005.201408.TO1
22.97,40.52,Brewer:MKII:5:TotalOzone_1.0:261:AUTH:WOUDC:2014-08-20:STN261.BR005.201408.TO1,TotalOzone_1.0,261,Thessaloniki,THE,https://gawsis.meteoswiss.ch/GAWSIS/index.html#/search/station/stationReportDetails/0-20008-0-THE,Aristotle University of Thessaloniki,AUTH:WOUDC,http://lap.physics.auth.gr/,GRC,Greece,Grèce,,Brewer,MKII,5,2014-08-01T00:00:00Z,2014-08-20T00:00:00Z,9,DS,296.8,3.0,,,12,17.0,1.37,1.4,2014-08-01T00:00:00Z,303.2,14.0,26.0,https://woudc.org/archive/Archive-NewFormat/TotalOzone_1.0_1/stn261/brewer/2014/STN261.BR005.201408.TO1
22.97,40.52,Brewer:MKII:5:TotalOzone_1.0:261:AUTH:WOUDC:2014-08-19:STN261.BR005.201408.TO1,TotalOzone_1.0,261,Thessaloniki,THE,https://gawsis.meteoswiss.ch/GAWSIS/index.html#/search/station/stationReportDetails/0-20008-0-THE,Aristotle University of Thessaloniki,AUTH:WOUDC,http://lap.physics.auth.gr/,GRC,Greece,Grèce,,Brewer,MKII,5,2014-08-01T00:00:00Z,2014-08-19T00:00:00Z,9,DS,303.4,1.5,,,12,8.0,1.32,1.5,2014-08-01T00:00:00Z,303.2,14.0,26.0,https://woudc.org/archive/Archive-NewFormat/TotalOzone_1.0_1/stn261/brewer/2014/STN261.BR005.201408.TO1
22.97,40.52,Brewer:MKII:5:TotalOzone_1.0:261:AUTH:WOUDC:2014-08-18:STN261.BR005.201408.TO1,TotalOzone_1.0,261,Thessaloniki,THE,https://gawsis.meteoswiss.ch/GAWSIS/index.html#/search/station/stationReportDetails/0-20008-0-THE,Aristotle University of Thessaloniki,AUTH:WOUDC,http://lap.physics.auth.gr/,GRC,Greece,Grèce,,Brewer,MKII,5,2014-08-01T00:00:00Z,2014-08-18T00:00:00Z,9,DS,312.4,0.9,,,12,13.0,1.32,1.7,2014-08-01T00:00:00Z,303.2,14.0,26.0,https://woudc.org/archive/Archive-NewFormat/TotalOzone_1.0_1/stn261/brewer/2014/STN261.BR005.201408.TO1
22.97,40.52,Brewer:MKII:5:TotalOzone_1.0:261:AUTH:WOUDC:2014-08-16:STN261.BR005.201408.TO1,TotalOzone_1.0,261,Thessaloniki,THE,https://gawsis.meteoswiss.ch/GAWSIS/index.html#/search/station/stationReportDetails/0-20008-0-THE,Aristotle University of Thessaloniki,AUTH:WOUDC,http://lap.physics.auth.gr/,GRC,Greece,Grèce,,Brewer,MKII,5,2014-08-01T00:00:00Z,2014-08-16T00:00:00Z,9,DS,289.5,2.6,,,10,30.0,1.44,1.3,2014-08-01T00:00:00Z,303.2,14.0,26.0,https://woudc.org/archive/Archive-NewFormat/TotalOzone_1.0_1/stn261/brewer/2014/STN261.BR005.201408.TO1
22.97,40.52,Brewer:MKII:5:TotalOzone_1.0:261:AUTH:WOUDC:2014-08-15:STN261.BR005.201408.TO1,TotalOzone_1.0,261,Thessaloniki,THE,https://gawsis.meteoswiss.ch/GAWSIS/index.html#/search/station/stationReportDetails/0-20008-0-THE,Aristotle University of Thessaloniki,AUTH:WOUDC,http://lap.physics.auth.gr/,GRC,Greece,Grèce,,Brewer,MKII,5,2014-08-01T00:00:00Z,2014-08-15T00:00:00Z,9,DS,284.5,3.7,,,10,28.0,1.44,1.4,2014-08-01T00:00:00Z,303.2,14.0,26.0,https://woudc.org/archive/Archive-NewFormat/TotalOzone_1.0_1/stn261/brewer/2014/STN261.BR005.201408.TO1
22.97,40.52,Brewer:MKII:5:TotalOzone_1.0:261:AUTH:WOUDC:2014-08-14:STN261.BR005.201408.TO1,TotalOzone_1.0,261,Thessaloniki,THE,https://gawsis.meteoswiss.ch/GAWSIS/index.html#/search/station/stationReportDetails/0-20008-0-THE,Aristotle University of Thessaloniki,AUTH:WOUDC,http://lap.physics.auth.gr/,GRC,Greece,Grèce,,Brewer,MKII,5,2014-08-01T00:00:00Z,2014-08-14T00:00:00Z,9,DS,289.5,3.1,,,10,28.0,1.48,2.0,2014-08-01T00:00:00Z,303.2,14.0,26.0,https://woudc.org/archive/Archive-NewFormat/TotalOzone_1.0_1/stn261/brewer/2014/STN261.BR005.201408.TO1
22.97,40.52,Brewer:MKII:5:TotalOzone_1.0:261:AUTH:WOUDC:2014-08-13:STN261.BR005.201408.TO1,TotalOzone_1.0,261,Thessaloniki,THE,https://gawsis.meteoswiss.ch/GAWSIS/index.html#/search/station/stationReportDetails/0-20008-0-THE,Aristotle University of Thessaloniki,AUTH:WOUDC,http://lap.physics.auth.gr/,GRC,Greece,Grèce,,Brewer,MKII,5,2014-08-01T00:00:00Z,2014-08-13T00:00:00Z,9,DS,289.1,3.2,,,10,28.0,1.45,2.4,2014-08-01T00:00:00Z,303.2,14.0,26.0,https://woudc.org/archive/Archive-NewFormat/TotalOzone_1.0_1/stn261/brewer/2014/STN261.BR005.201408.TO1
22.97,40.52,Brewer:MKII:5:TotalOzone_1.0:261:AUTH:WOUDC:2014-08-12:STN261.BR005.201408.TO1,TotalOzone_1.0,261,Thessaloniki,THE,https://gawsis.meteoswiss.ch/GAWSIS/index.html#/search/station/stationReportDetails/0-20008-0-THE,Aristotle University of Thessaloniki,AUTH:WOUDC,http://lap.physics.auth.gr/,GRC,Greece,Grèce,,Brewer,MKII,5,2014-08-01T00:00:00Z,2014-08-12T00:00:00Z,9,DS,295.1,2.3,,,10,25.0,1.45,2.2,2014-08-01T00:00:00Z,303.2,14.0,26.0,https://woudc.org/archive/Archive-NewFormat/TotalOzone_1.0_1/stn261/brewer/2014/STN261.BR005.201408.TO1
22.97,40.52,Brewer:MKII:5:TotalOzone_1.0:261:AUTH:WOUDC:2014-08-11:STN261.BR005.201408.TO1,TotalOzone_1.0,261,Thessaloniki,THE,https://gawsis.meteoswiss.ch/GAWSIS/index.html#/search/station/stationReportDetails/0-20008-0-THE,Aristotle University of Thessaloniki,AUTH:WOUDC,http://lap.physics.auth.gr/,GRC,Greece,Grèce,,Brewer,MKII,5,2014-08-01T00:00:00Z,2014-08-11T00:00:00Z,9,DS,315.8,2.8,,,10,29.0,1.45,2.3,2014-08-01T00:00:00Z,303.2,14.0,26.0,https://woudc.org/archive/Archive-NewFormat/TotalOzone_1.0_1/stn261/brewer/2014/STN261.BR005.201408.TO1
22.97,40.52,Brewer:MKII:5:TotalOzone_1.0:261:AUTH:WOUDC:2014-08-10:STN261.BR005.201408.TO1,TotalOzone_1.0,261,Thessaloniki,THE,https://gawsis.meteoswiss.ch/GAWSIS/index.html#/search/station/stationReportDetails/0-20008-0-THE,Aristotle University of Thessaloniki,AUTH:WOUDC,http://lap.physics.auth.gr/,GRC,Greece,Grèce,,Brewer,MKII,5,2014-08-01T00:00:00Z,2014-08-10T00:00:00Z,9,DS,312.6,7.9,,,10,29.0,1.45,2.5,2014-08-01T00:00:00Z,303.2,14.0,26.0,https://woudc.org/archive/Archive-NewFormat/TotalOzone_1.0_1/stn261/brewer/2014/STN261.BR005.201408.TO1
22.97,40.52,Brewer:MKII:5:TotalOzone_1.0:261:AUTH:WOUDC:2014-08-09:STN261.BR005.201408.TO1,TotalOzone_1.0,261,Thessaloniki,THE,https://gawsis.meteoswiss.ch/GAWSIS/index.html#/search/station/stationReportDetails/0-20008-0-THE,Aristotle University of Thessaloniki,AUTH:WOUDC,http://lap.physics.auth.gr/,GRC,Greece,Grèce,,Brewer,MKII,5,2014-08-01T00:00:00Z,2014-08-09T00:00:00Z,9,DS,318.4,3.6,,,10,27.0,1.48,2.0,2014-08-01T00:00:00Z,303.2,14.0,26.0,https://woudc.org/archive/Archive-NewFormat/TotalOzone_1.0_1/stn261/brewer/2014/STN261.BR005.201408.TO1
22.97,40.52,Brewer:MKII:5:TotalOzone_1.0:261:AUTH:WOUDC:2014-08-08:STN261.BR005.201408.TO1,TotalOzone_1.0,261,Thessaloniki,THE,https://gawsis.meteoswiss.ch/GAWSIS/index.html#/search/station/stationReportDetails/0-20008-0-THE,Aristotle University of Thessaloniki,AUTH:WOUDC,http://lap.physics.auth.gr/,GRC,Greece,Grèce,,Brewer,MKII,5,2014-08-01T00:00:00Z,2014-08-08T00:00:00Z,9,DS,333.4,2.9,,,12,14.0,1.30,2.4,2014-08-01T00:00:00Z,303.2,14.0,26.0,https://woudc.org/archive/Archive-NewFormat/TotalOzone_1.0_1/stn261/brewer/2014/STN261.BR005.201408.TO1
22.97,40.52,Brewer:MKII:5:TotalOzone_1.0:261:AUTH:WOUDC:2014-08-06:STN261.BR005.201408.TO1,TotalOzone_1.0,261,Thessaloniki,THE,https://gawsis.meteoswiss.ch/GAWSIS/index.html#/search/station/stationReportDetails/0-20008-0-THE,Aristotle University of Thessaloniki,AUTH:WOUDC,http://lap.physics.auth.gr/,GRC,Greece,Grèce,,Brewer,MKII,5,2014-08-01T00:00:00Z,2014-08-06T00:00:00Z,9,DS,317.4,5.1,,,10,13.0,1.29,2.5,2014-08-01T00:00:00Z,303.2,14.0,26.0,https://woudc.org/archive/Archive-NewFormat/TotalOzone_1.0_1/stn261/brewer/2014/STN261.BR005.201408.TO1
22.97,40.52,Brewer:MKII:5:TotalOzone_1.0:261:AUTH:WOUDC:2014-08-05:STN261.BR005.201408.TO1,TotalOzone_1.0,261,Thessaloniki,THE,https://gawsis.meteoswiss.ch/GAWSIS/index.html#/search/station/stationReportDetails/0-20008-0-THE,Aristotle University of Thessaloniki,AUTH:WOUDC,http://lap.physics.auth.gr/,GRC,Greece,Grèce,,Brewer,MKII,5,2014-08-01T00:00:00Z,2014-08-05T00:00:00Z,9,DS,305.5,3.5,,,11,31.0,1.35,3.0,2014-08-01T00:00:00Z,303.2,14.0,26.0,https://woudc.org/archive/Archive-NewFormat/TotalOzone_1.0_1/stn261/brewer/2014/STN261.BR005.201408.TO1
22.97,40.52,Brewer:MKII:5:TotalOzone_1.0:261:AUTH:WOUDC:2014-08-04:STN261.BR005.201408.TO1,TotalOzone_1.0,261,Thessaloniki,THE,https://gawsis.meteoswiss.ch/GAWSIS/index.html#/search/station/stationReportDetails/0-20008-0-THE,Aristotle University of Thessaloniki,AUTH:WOUDC,http://lap.physics.auth.gr/,GRC,Greece,Grèce,,Brewer,MKII,5,2014-08-01T00:00:00Z,2014-08-04T00:00:00Z,9,DS,310.3,1.5,,,13,13.0,1.40,1.8,2014-08-01T00:00:00Z,303.2,14.0,26.0,https://woudc.org/archive/Archive-NewFormat/TotalOzone_1.0_1/stn261/brewer/2014/STN261.BR005.201408.TO1
22.97,40.52,Brewer:MKII:5:TotalOzone_1.0:261:AUTH:WOUDC:2014-08-03:STN261.BR005.201408.TO1,TotalOzone_1.0,261,Thessaloniki,THE,https://gawsis.meteoswiss.ch/GAWSIS/index.html#/search/station/stationReportDetails/0-20008-0-THE,Aristotle University of Thessaloniki,AUTH:WOUDC,http://lap.physics.auth.gr/,GRC,Greece,Grèce,,Brewer,MKII,5,2014-08-01T00:00:00Z,2014-08-03T00:00:00Z,9,DS,315.2,6.5,,,7,11.0,1.52,1.7,2014-08-01T00:00:00Z,303.2,14.0,26.0,https://woudc.org/archive/Archive-NewFormat/TotalOzone_1.0_1/stn261/brewer/2014/STN261.BR005.201408.TO1
22.97,40.52,Brewer:MKII:5:TotalOzone_1.0:261:AUTH:WOUDC:2014-08-02:STN261.BR005.201408.TO1,TotalOzone_1.0,261,Thessaloniki,THE,https://gawsis.meteoswiss.ch/GAWSIS/index.html#/search/station/stationReportDetails/0-20008-0-THE,Aristotle University of Thessaloniki,AUTH:WOUDC,http://lap.physics.auth.gr/,GRC,Greece,Grèce,,Brewer,MKII,5,2014-08-01T00:00:00Z,2014-08-02T00:00:00Z,9,DS,306.9,3.6,,,10,31.0,1.39,1.9,2014-08-01T00:00:00Z,303.2,14.0,26.0,https://woudc.org/archive/Archive-NewFormat/TotalOzone_1.0_1/stn261/brewer/2014/STN261.BR005.201408.TO1
22.97,40.52,Brewer:MKII:5:TotalOzone_1.0:261:AUTH:WOUDC:2014-08-01:STN261.BR005.201408.TO1,TotalOzone_1.0,261,Thessaloniki,THE,https://gawsis.meteoswiss.ch/GAWSIS/index.html#/search/station/stationReportDetails/0-20008-0-THE,Aristotle University of Thessaloniki,AUTH:WOUDC,http://lap.physics.auth.gr/,GRC,Greece,Grèce,,Brewer,MKII,5,2014-08-01T00:00:00Z,2014-08-01T00:00:00Z,9,DS,331.8,10.8,,,11,14.0,1.21,2.3,2014-08-01T00:00:00Z,303.2,14.0,26.0,https://woudc.org/archive/Archive-NewFormat/TotalOzone_1.0_1/stn261/brewer/2014/STN261.BR005.201408.TO1
22.97,40.52,Brewer:MKII:5:TotalOzone_1.0:261:AUTH:WOUDC:2014-07-31:STN261.BR005.201407.TO1,TotalOzone_1.0,261,Thessaloniki,THE,https://gawsis.meteoswiss.ch/GAWSIS/index.html#/search/station/stationReportDetails/0-20008-0-THE,Aristotle University of Thessaloniki,AUTH:WOUDC,http://lap.physics.auth.gr/,GRC,Greece,Grèce,,Brewer,MKII,5,2014-07-01T00:00:00Z,2014-07-31T00:00:00Z,9,DS,324.5,3.5,,,11,26.0,1.36,2.4,2014-07-01T00:00:00Z,320.1,14.7,31.0,https://woudc.org/archive/Archive-NewFormat/TotalOzone_1.0_1/stn261/brewer/2014/STN261.BR005.201407.TO1
22.97,40.52,Brewer:MKII:5:TotalOzone_1.0:261:AUTH:WOUDC:2014-07-30:STN261.BR005.201407.TO1,TotalOzone_1.0,261,Thessaloniki,THE,https://gawsis.meteoswiss.ch/GAWSIS/index.html#/search/station/stationReportDetails/0-20008-0-THE,Aristotle University of Thessaloniki,AUTH:WOUDC,http://lap.physics.auth.gr/,GRC,Greece,Grèce,,Brewer,MKII,5,2014-07-01T00:00:00Z,2014-07-30T00:00:00Z,9,DS,307.9,4.1,,,10,26.0,1.41,2.3,2014-07-01T00:00:00Z,320.1,14.7,31.0,https://woudc.org/archive/Archive-NewFormat/TotalOzone_1.0_1/stn261/brewer/2014/STN261.BR005.201407.TO1
22.97,40.52,Brewer:MKII:5:TotalOzone_1.0:261:AUTH:WOUDC:2014-07-29:STN261.BR005.201407.TO1,TotalOzone_1.0,261,Thessaloniki,THE,https://gawsis.meteoswiss.ch/GAWSIS/index.html#/search/station/stationReportDetails/0-20008-0-THE,Aristotle University of Thessaloniki,AUTH:WOUDC,http://lap.physics.auth.gr/,GRC,Greece,Grèce,,Brewer,MKII,5,2014-07-01T00:00:00Z,2014-07-29T00:00:00Z,9,DS,318.6,5.0,,,11,32.0,1.36,2.9,2014-07-01T00:00:00Z,320.1,14.7,31.0,https://woudc.org/archive/Archive-NewFormat/TotalOzone_1.0_1/stn261/brewer/2014/STN261.BR005.201407.TO1
22.97,40.52,Brewer:MKII:5:TotalOzone_1.0:261:AUTH:WOUDC:2014-07-28:STN261.BR005.201407.TO1,TotalOzone_1.0,261,Thessaloniki,THE,https://gawsis.meteoswiss.ch/GAWSIS/index.html#/search/station/stationReportDetails/0-20008-0-THE,Aristotle University of Thessaloniki,AUTH:WOUDC,http://lap.physics.auth.gr/,GRC,Greece,Grèce,,Brewer,MKII,5,2014-07-01T00:00:00Z,2014-07-28T00:00:00Z,9,DS,322.6,4.9,,,10,25.0,1.44,2.5,2014-07-01T00:00:00Z,320.1,14.7,31.0,https://woudc.org/archive/Archive-NewFormat/TotalOzone_1.0_1/stn261/brewer/2014/STN261.BR005.201407.TO1
22.97,40.52,Brewer:MKII:5:TotalOzone_1.0:261:AUTH:WOUDC:2014-07-27:STN261.BR005.201407.TO1,TotalOzone_1.0,261,Thessaloniki,THE,https://gawsis.meteoswiss.ch/GAWSIS/index.html#/search/station/stationReportDetails/0-20008-0-THE,Aristotle University of Thessaloniki,AUTH:WOUDC,http://lap.physics.auth.gr/,GRC,Greece,Grèce,,Brewer,MKII,5,2014-07-01T00:00:00Z,2014-07-27T00:00:00Z,9,DS,318.2,3.8,,,10,25.0,1.40,2.3,2014-07-01T00:00:00Z,320.1,14.7,31.0,https://woudc.org/archive/Archive-NewFormat/TotalOzone_1.0_1/stn261/brewer/2014/STN261.BR005.201407.TO1
22.97,40.52,Brewer:MKII:5:TotalOzone_1.0:261:AUTH:WOUDC:2014-07-26:STN261.BR005.201407.TO1,TotalOzone_1.0,261,Thessaloniki,THE,https://gawsis.meteoswiss.ch/GAWSIS/index.html#/search/station/stationReportDetails/0-20008-0-THE,Aristotle University of Thessaloniki,AUTH:WOUDC,http://lap.physics.auth.gr/,GRC,Greece,Grèce,,Brewer,MKII,5,2014-07-01T00:00:00Z,2014-07-26T00:00:00Z,9,DS,312.0,3.8,,,10,25.0,1.37,1.9,2014-07-01T00:00:00Z,320.1,14.7,31.0,https://woudc.org/archive/Archive-NewFormat/TotalOzone_1.0_1/stn261/brewer/2014/STN261.BR005.201407.TO1
22.97,40.52,Brewer:MKII:5:TotalOzone_1.0:261:AUTH:WOUDC:2014-07-25:STN261.BR005.201407.TO1,TotalOzone_1.0,261,Thessaloniki,THE,https://gawsis.meteoswiss.ch/GAWSIS/index.html#/search/station/stationReportDetails/0-20008-0-THE,Aristotle University of Thessaloniki,AUTH:WOUDC,http://lap.physics.auth.gr/,GRC,Greece,Grèce,,Brewer,MKII,5,2014-07-01T00:00:00Z,2014-07-25T00:00:00Z,9,DS,313.4,2.8,,,9,23.0,1.36,1.5,2014-07-01T00:00:00Z,320.1,14.7,31.0,https://woudc.org/archive/Archive-NewFormat/TotalOzone_1.0_1/stn261/brewer/2014/STN261.BR005.201407.TO1
